title,company,location,salary,job_type,description,date,scraped_date,scraped_at
Software Engineer: Frontend,Emparty,"Palo Alto, CA 94303",,Relocation assistance,"Company Description

Emparty is a fast-growing, early-stage startup in Mountain View, CA, that is making the process of planning parties and events (small corporate events, birthdays, graduations, showers, holiday parties, etc.) easier, faster, and a lot more fun. It’s basically a marketplace for venues and vendors, with some twists.
The company was founded in February 2018 by former leaders from Avis, eBay, and Oak Labs. We just closed our first round of funding from two top-tier investors, and we already have a long and growing list of customers lined up to use the service. (For real. We’re not kidding. The pressure is on.)

Job Description

We are looking for a software engineer to join the team, and help build the technology to tie thousands of reservation calendars together in one spot. It’s one of those technical problems is simple at first, but starts to look NP-complete, the more you stare at it.
You would be joining a small team of capable engineers to build the back-end systems that power the Emparty Marketplace, such as calendar inventory management, search & discovery, money movement, and the client-facing API.
Responsibilities
Build responsive, accessible and performant UIs using a modern technology stack.
Write clean, maintainable and testable code.
Collaborate, support and work hand-in-hand with backend, qa, design and concept teams.
Participate in and contribute to technology, architecture, workﬂow and design decisions.
Support the design and development process through creation and improvement of style guides and pattern libraries.

Qualifications

Requirements
3-7 years as an individual contributor in an engineering role
Expert in Javascript.
Experience building and deploying single page applications at scale using either the Angular, React or Vue ecosystem (we are using Vue)
Experience with Google Cloud Platform
Experience with software planning systems Jira
Experience with git
Extra Points For:
Experience with Docker and Python
Experience with RFCs 2445 and 5545 (iCalendar) a plus

Additional Information

You must be able to work in our Mountain View, California, office. (Technically it’s Palo Alto, but near 101 and San Antonio.) Remote workers will not be considered, so don’t even ask. At this time, Emparty is unable to provide relocation assistance or visa support.
Emparty is dedicated to diversity, and all qualified applicants will receive consideration.
All your information will be kept confidential according to EEO guidelines.",,2025-05-09,2025-05-09 13:14:04
Junior Programmer,Perr&Knight,Remote in California,,"$65,000 - $75,000 a year, Health insurance, 401(k) matching, Paid time off, Vision insurance, Dental insurance, Life insurance","What We'll Bring to the Table:
Friendly, dynamic work environment – Includes certification as a Great Place to Work® (three years in a row!) along with Climate Neutral Status
Competitive salary including merit-based bonus plan
Flexible Work Program
Clear opportunities for career progression
Company-funded professional educational program
Visible management commitment to our company core values of: Diversity & Inclusion, Environmental, Community and Employee Wellbeing, Excellent Work Product, Innovation, Integrity and Superior Customer Experience
Generous benefits including:
Medical, dental, and vision insurance
Company-paid life insurance
401K with matching Company contributions
PTO
Community Support Program including VTO and donations with Company match
Employee Recognition Program

Perr&Knight is seeking a Junior Programmer with SQL experience to join our Insurance Technology Consulting team!
What You'll Be Doing:
Assisting Programmers and Senior Programmers with software development projects, particularly with maintenance and repetitive tasks.
Assisting Programmers and Senior Programmers with software debugging and troubleshooting with the primary intention of learning techniques and best practices.
Developing and maintaining systems and procedural documentation.
What You'll Bring to the Table:
AAS or similar degree
Novice SQL Programming and/or Novice Application Programming (VB, C, C#, PHP, JAVA)
Basic Microsoft Product knowledge and experience
About Perr&Knight:
Founded in 1994, Perr&Knight provides insurance consulting and software solutions to the property & casualty and accident & health industries. Services include actuarial consulting, product development, insurance policy and forms consulting, regulatory compliance, state filings, licensing, technology consulting, statistical reporting, data services, and predictive analytics. Software includes StateFilings.com, a leading cloud-based state filings management solution. With offices in Santa Monica, Boca Raton, the New York Metro Area, and Cincinnati, and more than 140 insurance professionals, Perr&Knight is among the largest independent actuarial and insurance consulting firms in the United States.

Our mission as an actuarial and insurance operations consulting firm is to provide extraordinary value to our clients by offering innovative and unique solutions to complex challenges they face while providing a positive and motivating work environment for our employees that respects diversity and recognizes ingenuity and hard work.

Perr&Knight is an equal opportunity employer and committed to inclusion and diversity. Perr&Knight does not discriminate in employment on account of race, color, religion, national origin, citizenship status, ancestry, age, sex/gender, sexual orientation, gender identity, marital status, physical or mental disability, Veteran status, or other legally protected characteristics. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements.

Perr&Knight will also provide reasonable accommodation to qualified individuals with disabilities, in accordance with applicable laws. If you need to inquire about an accommodation, or need assistance with completing the application process, please email accommodations@perrknight.com",,2025-05-09,2025-05-09 13:14:04
Software Engineer-I,Mobility Ideal Health,"Edison, NJ 08820",,,"Position Summary: The Assistant Software Engineer will join our team at Mobility Ideal Health – Ideal Health Care to support the development, maintenance, and enhancement of software applications and cloud-native solutions. This entry level position is designed for a motivated individual with a foundational understanding of software development and cloud technologies. The role involves working closely with senior engineers to write clean, efficient code, contribute to new features, and troubleshoot and resolve issues. The ideal candidate is a quick learner with a passion for technology, eager to grow their technical skills in a collaborative and fast-paced environment.
Essential Functions:
Collaborate with senior engineers to develop, test, and deploy software solutions that meet business requirements.
Write clean, efficient, and well-documented code following best practices.
Participate in code reviews, providing and receiving constructive feedback.
Assist in the design and implementation of the website and patient management mobile application.
Contribute to the maintenance and enhancement of existing applications.
Perform debugging and troubleshooting to resolve software defects and issues.
• Participate in agile development processes, including sprint planning, stand-ups, and retrospectives. Knowledge/Skills Abilities Required: • Bachelor's degree in computer science, Software Engineering, or a related field.
Strong understanding of programming languages such as Java, Python, or similar.
Basic knowledge of web development technologies (HTML, CSS, JavaScript).
Familiarity with cloud platforms (e.g., Oracle Cloud, AWS, Azure, or GCP).
Understanding of containerization technologies (e.g., Docker, Kubernetes).
Excellent problem-solving skills and the ability to work in a team environment.
Strong communication skills, both written and verbal.",,2025-05-09,2025-05-09 13:14:04
Software Engineer,"Full Tilt Data, LLC",Remote,,"$60,000 - $90,000 a year, Professional development assistance, Health insurance","Full Tilt Data is a trusted data, analytics, and IT consulting firm specializing in health-related services for the federal government. Established in 2023 by a group of founders that bring 15+ years of industry experience, we are passionate about harnessing the power of data through our comprehensive data management solutions. We mobilize the right people, skills, and technologies to help all types of organizations and companies improve their performance and data management.

We are seeking a skilled and proactive Software Engineer to join our team. The ideal candidate will have experience in implementing full stack reporting software solutions that are scalable and efficient. The Software Engineer will design and implement end to end reporting solutions, utilizing the most effective way to meet business requirements.

Responsibilities:
Provide technical solutions for projects that develop, adapt, maintain, and implement end to end reporting platform for federal programs
Researches best practices and supports developing the solutions and recommendations for the current business operations
Identifies and communicates scope, design, development issues and recommends potential solutions
Collaborates with the internal or external client to identify analytical requirements
Assists with production of ad hoc data and reports
Minimum Qualifications:
1+ years of experience in design and development of full stack reporting platforms
1+ years of experience running local Docker stack
Strong command of SQL queries, JavaScript, TypeScript, including ReactJS and relevant frameworks
Experience with cloud platforms (AWS, Azure, Google Cloud, Oracle) and their data services
A hands-on approach with a willingness to engage in daily technical work
Skilled at debugging complex issues in large-scale systems
Exceptional communication and collaboration skills, with the ability to work effectively across multiple teams and functions
B.S. in Computer Science, Computer Engineering, or equivalent practical experience
Desired Qualifications:
Experience with Agile methodologies
Foundational understanding of database concepts
Desire to stay up to date on best practices
Strong analytical and problem solving skills

The salary range provided represents the estimated compensation for new hires in this position, applicable across all locations. Actual offers may vary based on factors such as the candidate's skills, qualifications, experience, and market conditions. Full Tilt Data complements its base salary offering with a competitive package that includes health benefits, discretionary bonuses, and reimbursement for professional development and training.

Full Tilt Data provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.",,2025-05-09,2025-05-09 13:14:04
Full Stack Web Developer,Controltech Corporation,"Bondurant, IA",,"$105,590 - $111,819 a year, Full-time","We are looking for a Full Stack Web Developer to join our team in developing a cutting-edge building automation control for confinement farming.
The control manages all aspects of confinement farming (including, but not limited to, ventilation, feed management, providing user performance metrics, and cloud-based monitoring). This project involves custom, modular, embedded hardware and a full online tool suite.
In this role you will be a big part of a small team. The impact of your work to the end customer will be visible on a daily basis.
We expect from you:
5 Years or more commercial experience using С#/.Net
Full Stack Development
Ability to scale solutions
Ability to understand complex business requirements
Expert problem-solving skills
Strong work ethic focused toward meeting deadlines
Experience in assessment and solving technical tasks
Working in a fast-paced environment with an emphasis on results
Experience working within the Agile / SCRUM project management model
Ability to work onsite in the Des Moines, Iowa area
Required skills with 5 years or more experience:
Cloud Platforms (Azure)
C#
.NET/Web API development
Databases (Must have experience in at least one - Entity Framework/Oracle)
Pouch Couch
Will be a plus:
Angular 2/4/5
Typescript
.Net Core
Ionic 2/3
MQTT
Signalr
Unit Testing
LinqResponsibilities:
Writing clean code, following new technologies and finding new easy-to-support solutions
Participating in code reviews
Solving complex technical tasks and issues
Supporting team members, mentoring
A local candidate is preferred
Location: Bondurant, IA
Job Type: Full-time
Pay: $105,590.00 - $111,819.00 per year
Application Question(s):
Do you currently live within 50 miles of Bondurant, IA 50035?
Ability to Commute:
Bondurant, IA (Required)
Work Location: In person",,2025-05-09,2025-05-09 13:14:04
Full Stack Developer,eComSystems,"Hybrid work in Sarasota, FL 34240",,"$100,000 - $140,000 a year, Full-time, Monday to Friday
+1, AD&D insurance, 401(k), Health insurance, Paid time off, , ","Looking to advance your career with a growing tech company? eComSystems’ patented platform leverages cutting-edge technology to create and distribute customized advertising, websites, and other digital content, and is used by well-known retailers and wholesalers across the country.
We are adding another Full-Stack Developer to play a key role in the design, development, and maintenance of our web applications and backend processes. You will be joining an agile development team who is passionate about writing high-quality, scalable code and creating engaging experiences for our end-users. The team is very collaborative, with daily scrums and constant communication over Slack. You’ll be encouraged to explore and learn new technologies, while working closely with our customers to solve real-world business needs.
Qualifications:
Bachelor's degree in a technical discipline such as Computer Engineering or Computer Science (or equivalent experience).
Proven experience in C# and .NET development, with a strong portfolio showcasing web applications you've worked on.
Proficiency in front-end technologies such as HTML, CSS, JavaScript, and frameworks such as Angular, React, or Vue.js.
Familiarity with database design and SQL.
Experience writing and consuming RESTful APIs\
Strong problem-solving and debugging skills.
Excellent communication and teamwork skills.
Ability to work independently and take ownership of projects.
Additional experience that would be helpful (but not required):
Creating PDFs using low-level libraries
Using the latest website rendering strategies (CSR, SSR, SSG, etc.)
Drawing and manipulating 2D graphics
Familiarity with event-driven architecture
What we offer:
Highly competitive compensation and benefits packages.
Training, development, and opportunities to grow your career.
Flexible work schedule, including working remote (hybrid) if desired.
Collaborative and supportive work environment, with fun social events, breakout areas with the likes of table tennis, and an on-site gym.
Job Type: Full-time
Pay: $100,000.00 - $140,000.00 per year
Benefits:
401(k)
AD&D insurance
Dental insurance
Employee assistance program
Health insurance
Health savings account
Life insurance
On-site gym
Paid holidays
Paid time off
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Work Location: In person",,2025-05-09,2025-05-09 13:14:04
Full Stack Developer,Triple Helix Corporation,Remote,,"$80,000 - $85,000 a year, Full-time, Monday to Friday
+2, Paid time off, Life insurance, Paid holidays","Triple Helix Corporation is searching for a highly motivated and passionate application developer with huge potential to design and implement web applications across a wide range of industries. This position allows you to work remotely with limited travel required.
We are looking for experienced PHP application developers with experience in Laravel and some with Vue 3.
Responsibilities:
Develop web-based applications using Laravel framework (version 12 onward with some legacy maintenance of previous versions).
Implement database migrations, adhere to Model-View-Controller (MVC) architectural standards, write SQL queries, and utilize the Eloquent ORM
Leverage Vue.JS with the Inertia.js library, as well as Livewire for legacy sites.
Create and maintain documentation (inside source code and external documents) using best industry standards and practices
Occasionally develop and support websites using the Wordpress framework, including custom plugin development and modification to existing plugins
Write clean, well designed, reusable code following KISS and DRY principles
Work from specifications to build out complete web portals with database back-ends
Troubleshoot, test, and maintain web applications and for multiple browsers and multiple devices
Collaborate using internal and client-facing online tools on a daily basis
Design and build unit tests, and review and refactor legacy code as needed
Communicate project status updates with clients and team members
Required Skills:
Minimum 5 years of proven experience and knowledge in PHP MVC development, working within the LAMP (Linux, Apache, MySQL, PHP) stack
Experience in both Windows and Linux platforms, able to develop and deploy to and from these environments
Minimum 5 years of interface development and design experience, with expertise in current web standard including Tailwind, JavaScript (preference for VueJS), AJAX, and others
Able to create reusable components utilizing tailwind or Shadcn
Proficiency in Git for version control, merging code, managing branches and releases
Mastery of the Laravel MVC framework, including Livewire and Vue 3
Experience with VueJS (Vue 3 Composition API Preferred) Alpine JS, and Inertia
Experience withy MySQL (including MariaDB), SQLite, PostgreSQL, and MS SQL (at least one)
Demonstrate creativity, innovation, and ability to think outside the box
Strong communication and time management skills, working within a team environment
Will be required to fill in a daily timesheet to track external (client) and internally facing projects.
Strong learning aptitude and willing to learn new technologies
Preferred Qualifications and Skills
Bachelor's degree in Computer Science (or related technical field)
Experience with sale libraries such as Bootstrap, Bulma, UIKit or Scadcn
5 years of proven experience and knowledge of Wordpress development
Experience with mobile app development frameworks like Ionic, React Native, or Flutter
Experience with using API services as well as utilizing Laravel as an API
Experience with Amazon Web Services (AWS)
Linux administration experience, including Apache, Nginx, and related tools
Database administration skills for MySQL, PostgreSQL, and Microsoft SQL Server
Experience with Adobe Creative Cloud tools (e.g., Photoshop)
Experience with Connectwise Manage for ticketing/project management
Triple Helix is an equal opportunity employer that is dedicated to build a diverse environment. All suitable applicants will receive due consideration for employment regardless of race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.
CONFIDENTIALITY: We appreciate all expressions of interest, however, as a practical matter, only select candidates whose backgrounds best match our client's requirements will be contacted.
All resumes are retained and treated confidentially for consideration against future opportunities.
US Citizens or Persons Only
Job Type: Full-time
Pay: $80,000.00 - $85,000.00 per year
Benefits:
Life insurance
Paid holidays
Paid time off
Schedule:
8 hour shift
Day shift
Monday to Friday
Application Question(s):
How many years do you have with Full-Stack Development?
What is your required compensation?
Are you a US citizen?
How many years of experience do you have working with Laravel?
Work Location: Remote",,2025-05-09,2025-05-09 13:14:56
Software Engineer,ROR Partners Inc,"Boulder, CO",,"$75,000 - $100,000 a year, 401(k), Health insurance, Paid time off, Dental insurance, Flexible spending account","Job Summary
ROR Partners is a fast-growing digital marketing and data company dedicated to delivering innovative solutions that address real-world challenges. Our team is passionate about building cutting-edge applications in a collaborative, growth-oriented environment.
We’re seeking an enthusiastic Software Engineer with 0–3 years of professional software development experience. The ideal candidate will have a solid foundation in programming in Python, Java, or a similar language, knowledge of version control, SQL, and a desire to learn and grow in a dynamic setting. You will play a key role in designing, developing, and maintaining software solutions while collaborating closely with cross-functional teams. Must be authorized to work in the United States and currently live in Boulder, Colorado or already planning to relocate as there is no relocation package.
What you will do
Create and maintain scalable software solutions using modern programming languages and frameworks.
Work with various teams to refine requirements, troubleshoot issues, and deliver robust features.
Develop and maintain scalable software solutions using modern programming languages and frameworks
Write clean, efficient, and well-documented code following best practices
Participate in code reviews and contribute to technical discussions
Debug and resolve software defects
Contribute to continuous integration and deployment processes
What we are looking for
1-4 years of professional software development experience
Strong programming skills in Python, Java, or similar languages. Python preferred
Solid understanding of data structures, algorithms, software design principles and design patterns is required.
Experience with version control systems is required. Git preferred
Basic knowledge of SQL and relational databases is required.
Familiarity with Unix environment and shell scripting is required.
Strong problem-solving and analytical skills
Excellent written and verbal communication skills
Nice to have
Familiarity with cloud platforms (AWS, GCP, or Azure)
Knowledge of containerization tools (e.g., Docker, Kubernetes)
Experience with MVC/MVT or similar framework (e.g., Spring)
Familiarity with Agile/Scrum methodologies
Exposure to DevOps practices and CI/CD pipelines
Personal projects or open-source contributions showcasing your technical skills
Experience with API integrations
Education/Training
Bachelor's degree in Computer Science, Software Engineering, or related technical field (or equivalent)
Work Environment/Benefits
Position is onsite at the Corporate office with the potential of one day/week remote following three months of employment.
Standard work week - 40 hours; however, employees may be required to work additional time necessary to meet deadlines and complete projects.
Competitive salary, health and dental insurance, life and disability, 401K, supplemental insurance, FSAs, PTO/Holidays and much more!
Physical Requirements
Sitting for extended periods of time
Dexterity of hands and fingers to operate a computer keyboard, mouse, and other devices and objects
Ability to sit/stand at a desk and view a computer screen for extended periods of time
Physically able to participate in training sessions, presentations, and meetings
ROR Partners is an Equal Opportunity Employer. ROR Partners’ policy is not to discriminate against any applicant or employee based on actual or perceived race, age, sex or gender (including pregnancy), marital status, national origin, ancestry, citizenship status, mental or physical disability, religion, creed, color, sexual orientation, gender identity or expression (including transgender status), veteran status, genetic information, or any other characteristic protected by applicable federal, state or local law. ROR Partners also prohibits harassment of applicants and employees based on any of these protected categories.
ROR Partners will provide accommodations to applicants as needed.",,2025-05-09,2025-05-09 13:14:56
Software Engineer,L.W. Allen & Altronex,"Madison, WI 53716",,,"Company Description

L.W. ALLEN, Inc is a factory-authorized distributor for several major lines of pump and electrical control equipment. We also manufacture control systems under the ALTRONEX brand name. Proven, trusted equipment and service since 1961!

Job Description

Position Summary :
The Software Engineer is an individual contributor within a team, responsible for analysis, design, programming, testing, documentation, and deployment of software for data and user interface applications. The software engineer will work on cross-functional team projects, as well as individual projects.
Primary Responsibilities:
Work as part of a cross-functional team to understand business needs, develop and refine requirements and design and develop software to meet business objectives.
Provide accurate estimates for software development work.
Follow disciplined, professional software engineering and project management processes to ensure successful deliveries.
Analyze, modify, and maintain moderately complex processes and code.
Code, deploy, and maintain applications.
Other duties as assigned.

Qualifications

Job Requirements/Skill Specifications: Education
B.S. degree in Computer Science or related discipline.
Preferred Experience
Strong background in Object-Oriented programming techniques.
Experience with several major modern computer languages/platforms such as Cache ObjectScript, Java, Python, SQL
Experience with data modeling tools such as ERWin and XMLSpy.
Knowledge of HL7, XML, XSLT, WSDL, SAML, and XACML.
Project management experience.
Skills
Excellent interpersonal skills.
Excellent problem solving ability.
Good teamwork skills.
Customer service orientation.
Knowledge of standards, principles, and techniques of software engineering and software project management.
Willingness to learn new languages/platforms as needed.
Strong database skills.
Strong verbal and written communication skills.

Additional Information

All your information will be kept confidential according to EEO guidelines.",,2025-05-09,2025-05-09 13:14:56
REACT.JS Developer,Zettalogix,"Iselin, NJ 08830",,,"Responsibilities:

7-8 yrs experience overall with front end development
2+ yrs of React.js
Excellent UI/UX skills - gets the big picture -
Excellent communication style - small collaborative team

Degree Requirement:
Bachelors Degree or Higher in Computer Science, Computer Information Systems, Information Technology, or a closely related field, or a combination of education and experience equating to the U.S, equivalent of a bachelors degree in one of the aforementioned subjects.

Work location is 66 Middlesex Avenue, Suite #309 Iselin, NJ 08830 with required travel to client locations throughout USA.
Please mail resumes to e-mail to contact@zettalogix.com",,2025-05-09,2025-05-09 13:14:56
Full-Stack Developer,Macquarie Group Limited,"New York, NY 10019",,"$80,000 - $110,000 a year","The Commodities and Global Markets Technology team has an opportunity for an energetic and dynamic full stack developer. This is an exciting opportunity for motivated individuals to work closely with the business and the engineering in envisioning, designing and implementing ways to improve and enhance workflow and processes.
At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 34 markets and with 55 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contributes ideas and drives outcomes.
What role will you play?

In this role, you will be applying your open-mindedness and agility to work with our business groups to look for ways to continuously streamline, visualize and improve their workflow. You will be interacting with our business teams on a daily basis to solve both short term and long term workflow processes that they currently have, you will thrive in this fast paced and flexible environment of adapting a solution to an evolving stakeholder base. You will be driving change, not only as a technologist, but also as a holistic solutions provider, applying your engineering mindset to take user requests and transforming them into a set of automated tasks before compiling them into a framework.

Salary range for this position: $80,000-110,000/Year. Actual base salary may vary based upon, but not limited to, relevant experience, time in role, peer and market data, prior performance, business sector, and geographic location. You may also be eligible for an annual discretionary incentive compensation award.
What you offer

A degree in Computer science or engineering
1+ years of Python development
Experience in implementing micro services
For senior role - track record of designing and implementing complex systems
Defensive coding techniques
Creative problem solving skills.
We love hearing from anyone inspired to build a better future with us, if you're excited about the role or working at Macquarie we encourage you to apply.
About Technology

Technology enables every aspect of Macquarie, for our people, our customers and our communities. We’re a global team that is passionate about accelerating the digital enterprise, connecting people and data, building platforms and applications and designing tomorrow’s technology solutions.
Our commitment to diversity, equity and inclusion

We are committed to providing a working environment that embraces diversity, equity and inclusion. As an inclusive employer, Macquarie provides equal opportunities to all individuals regardless of race, color, religion, sex, sexual orientation, national origin, age, disability, protected veteran status, genetic information, marital status, gender identity or any other impermissible criterion or circumstance.

Our aim is to provide reasonable accommodations to individuals who may need support during the recruitment process and through working arrangements. If you require additional assistance, please let us know during the application process.",,2025-05-09,2025-05-09 13:14:56
Jr. Application Developer,DB Services,"Indianapolis, IN 46250",,"$60,000 a year, Full-time, 8 hour shift, Professional development assistance, Tuition reimbursement, , , , ","RESPONSIBILITIES
Develop full stack applications in the FileMaker platform.
Work closely with Senior Technical Project Manager and other FileMaker Developers to design, implement, and maintain systems with a high level of quality.
Create data structures where data is stored such as tables, fields, relationships in FileMaker.
Build screens for users to interact with.
Write business rules and automate frequently performed tasks.
Create scripts, calculations in fields and interfaces.
Test the screens and user experience of work product performing QA tasks.
Make reports that combine data, interface, and logic to help users make informed decisions.
Secure a file from internal or external misuse, including account management and encryption.
Deploy files to users via FileMaker Server and FileMaker WebDirect.
Integrate as needed FileMaker systems to share data with other data sources.
Utilize understanding of system analysis (ERDs and workflow diagrams).
Work with project management tools daily.
Regularly communicate in writing tasks accomplished.
REQUIREMENTS
Excellent communications skills
Ability to perform job functions with a minimum of supervision
Exhibit signs of creativity and a positive attitude
Team player
Consistently deliver value to customers
Strong understanding of relational database design
Solid programming skills
Bachelor’s Degree in Computer Science, CIS, MIS, Informatics, or a closely related field is preferred but not required
Ability to type a minimum of 50 words per minute
Familiarity with REST, JSON, OAuth, XML, PHP, OData is a plus
Ability to provide samples of your development work is a plus
Familiarity with EOS methodology is a plus
Key Performance Indicators
Task performance
QA performance
Non billable percentage
WHAT WE OFFER
Base salary with bonus structures
15 Days of PTO available from Day 1
Company benefits
Wellness program reimbursements
Student loan reimbursement assistance
Company-funded professional development
Provided lunches
ABOUT US
DB Services is a small growing software development and consulting company based in the Indianapolis area with clients located around the world. Named FileMaker Partner of the Year for the fourth consecutive year, DB Services is also included on the Inc. 5000 list of Fastest-Growing Private Companies for 2020. We work in a variety of industries including advertising and marketing, education, wholesale, and healthcare. Our mission is to make organizations more efficient and effective through platforms such as FileMaker, Salesforce, and Web Applications. Since 2003, we’ve provided application and workflow solutions to Fortune 500 companies, small businesses, K-12, universities, and non-profit organizations alike. Our clients rely on us to design powerful solutions, deploy exceptional products, and deliver outstanding customer service. Building long-term client relationships is at the core of our business model. We are equally focused on building a cohesive and compatible team to accomplish our objectives. We are seeking to expand our ranks with talented and articulate individuals interested in creative and challenging assignments and growth potential within the company. For more information visit us at https://dbservices.com.
WE BELIEVE DIVERSITY DRIVES INNOVATION
We strive to create an inclusive culture where all forms of diversity are seen as a critical value for the company. Everyone is welcome. We approach our work enthusiastically, learn quickly, improve constantly, and celebrate our wins at every turn. If you’re driven to perform, you’ll fit right in. We encourage employees to bring their whole, authentic selves to work!
APPLY NOW
We are looking to hire a Jr. FileMaker Developer with strong communication and problem-solving skills and a positive can-do attitude.
We are looking for someone who has a desire to become a solid team member of a small firm, not someone who is interested in being a freelancer or part of a large corporation (though both types of experience are beneficial).
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible schedule
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Professional development assistance
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Work Location: In person",,2025-05-09,2025-05-09 13:14:56
Software Developer,FIRST SERVICE CREDIT UNION,"Houston, TX 77084",,,"Role: To maintain, modify and test changes to existing software programs and products. Uses object-oriented design methodologies and product specifications to develop and enhance software products, components or modules. Train and mentor Developers on all aspects of the system architecture.
Essential Functions & Responsibilities:
Develop, test, and maintain various web applications using JavaScript, C#/.NET, and SQL.
Develop, test, and maintain standalone console applications using Java.
Create and maintain reports and dashboards using a combination of Jaspersoft Report Studio, SSRS, and SQL. Reports may contain various charts, tables, conditional styling, etc. and can require incorporating data from multiple complex data sources.
Perform routine maintenance and timely troubleshooting of any report or application issues that arise.
Get up to speed quickly on all aspects of business to better understand our data and be able to quickly provide data and reports to our stakeholders.
Assists users in solving system problems and trains users in system operations.
Mentor and continuously train other developers on all aspects of the system architecture and participate in code review.
Performs other job duties as assigned.
Performance Measurements:
1.Understand assigned user departments' duties, information systems, and underlying data, and successfully design and develop procedures, reports and extracts as requested in a timely manner according to department standards.
2.Research and resolve moderately complex problems on assigned applications across multiple hardware platforms, software packages and programming languages.
3.Provide system support services on-site and via telephone during working hours and on-call after normal working hours by responding to calls or requests timely.
4.Demonstrate effective communication with users at all levels, understand various job functions and business needs, and discuss processing problems and project status.
5.Provide informed, professional, accurate service and support to all members and associates.
6.Troubleshoot and resolve member and internal inquiries in a timely, accurate manner.
7.Develop and maintain technical skill set by staying informed about new languages, techniques and systems and make recommendations for improvements or enhancements.
Knowledge and Skills:
Experience - Three years to five years of similar or related experience.
Education - Equivalent to a college degree, in the field of Computer Science (BS or BA in a relevant field), or related professional work experience.
Interpersonal Skills - A significant level of trust and diplomacy is required, in addition to normal courtesy and tact. Work involves extensive personal contact with others and is usually of a personal or sensitive nature. Ability to prioritize and manage multiple tasks across multiple projects concurrently. Apt to teach, train, and mentor other Developers.
Other Skills - Must have good communication skills. Promotes and displays a positive, can-do attitude",,2025-05-09,2025-05-09 13:14:56
Software Engineer,Ramp Group,"Bellevue, WA",,,"Location: Bellevue, WA
Analyze business requirements and deliver new and complex high qualify software solutions. Identify and select tools and processes to address issues related to projects.
Design flexible end state solutions that can evolve with future business needs, satisfying a diverse set of needs. Perform data architecture, data modeling, data access, data integration, database design and implementation techniques.
Masters and 24 months of experience or Bachelors and 60 months of experience. Travel to multiple unanticipated client locations throughout USA.
Post your resume to Ramp Group, 18300 NE Union Hill Road, Suite 210, Redmond, WA 98052.

Mail your resume to Ramp Group,
18300 NE Union Hill Road, Suite 210,
Redmond, WA 98052.
Or send your resume to careers@rampgroup.com",,2025-05-09,2025-05-09 13:14:56
